camera,id,secret,server,farm,exposure,aperture,iso,date-taken,focal-length,color,daily-project-active
Sony ILCE-7,13941685430,513f1ef0c7,2925,3,1/100,null,100,2014:05:06 18:19:36,null,#ddd0ca,fourth
Sony ILCE-7,14097584016,001e81edf8,7344,8,1/100,null,400,2014:05:05 19:51:47,null,#c2bab4,fourth
Sony ILCE-7,13925101879,251423f48b,7325,8,1/100,null,400,2014:05:04 21:49:20,null,#ababab,fourth
Sony ILCE-7,14131798123,fc2f861381,7415,8,1/4000,null,100,2014:05:03 09:50:21,null,#d0c1b8,fourth
Sony ILCE-7,14088586586,1d5f17b0a8,7304,8,1/250,null,800,2014:05:02 19:36:32,null,#12060d,fourth
Sony ILCE-7,14880885585,944f39d4d6,5570,6,1/250,null,800,2014:05:02 11:54:26,null,#d6d6d6,fourth
Sony ILCE-7,14068686026,c1cb13bf5d,2913,3,1/1250,null,100,2014:05:01 17:46:45,null,#25160a,fourth
Sony ILCE-7,14099156433,b36af4b448,2927,3,1/250,null,320,2014:04:30 17:00:15,null,#c5beb7,fourth
Sony ILCE-7,14075957352,4b72fe7c8e,7447,8,1/100,null,1000,2014:04:30 00:51:37,null,#252f42,fourth
Sony ILCE-7,14056708904,257ae2534e,2912,3,1/100,null,400,2014:04:27 09:46:03,null,#36302b,fourth
Sony ILCE-7,14053052792,1c3ec7b100,7385,8,1/125,null,100,2014:04:26 17:49:29,null,#e6e2e1,fourth
Sony ILCE-7,14011509192,37e0a52d11,5214,6,0.3,null,400,2014:04:25 12:21:25,null,#161a1d,fourth
Sony ILCE-7,13991592256,c616e7f7d4,7337,8,1/60,null,200,2014:04:24 16:17:25,null,#686868,fourth
Sony ILCE-7,14011997843,4618d49388,7086,8,1/50,null,800,2014:04:23 22:40:59,null,#ccd1cd,fourth
Sony ILCE-7,13979365655,2259309ddf,7350,8,10,null,100,2014:04:22 22:04:48,null,#f9f4f2,fourth
Sony ILCE-7,13976193082,d7886947c3,7453,8,1/80,null,1000,2014:04:21 20:00:11,null,#b6a88b,fourth
Sony ILCE-7,13943324342,43ed2abbe2,2924,3,1/250,null,100,2014:04:20 11:00:16,null,#2d3533,fourth
Sony ILCE-7,13943346411,f92cb23e64,2918,3,1/200,null,400,2014:04:19 18:20:46,null,#ebece8,fourth
Sony ILCE-7,14413918978,d80b660c5b,5157,6,1/200,null,400,2014:04:19 18:19:23,null,#cdb8aa,fourth
Sony ILCE-7,14694246079,b052e5bb65,3857,4,1/160,null,400,2014:04:19 18:15:21,null,#a3a375,fourth
Sony ILCE-7,14039768981,8e4695bd48,2909,3,1/200,null,800,2014:04:19 18:07:07,null,#a6b68c,fourth
Sony ILCE-7,14019822376,faa7923edf,2904,3,1/100,null,200,2014:04:19 17:53:57,null,#9f9e8e,fourth
Sony ILCE-7,14019836656,ed31c25d33,5083,6,1/200,null,800,2014:04:19 16:13:28,null,#dedbd8,fourth
Sony ILCE-7,13943357801,fb91c37cb4,7405,8,1/400,null,800,2014:04:18 18:31:51,null,#332023,fourth
Sony ILCE-7,13920803525,7f0ea8cc6e,5488,6,1/30,null,2500,2014:04:17 19:31:02,null,#ad9880,fourth
Sony ILCE-7,13908618543,7312d994b0,7079,8,1/400,null,200,2014:04:16 17:37:17,null,#cfcbb5,fourth
Sony ILCE-7,13888898864,38d72d9676,5007,6,1/200,null,1000,2014:04:15 19:07:24,null,#ddc5bd,fourth
Sony ILCE-7,13865173173,6b309eba87,7441,8,1/200,null,400,2014:04:14 17:47:34,null,#2d3324,fourth
Sony ILCE-7,13841459933,9c42fca340,3685,4,1/25,null,500,2014:04:13 22:49:38,null,#545454,fourth
Sony ILCE-7,13826827995,b41d06acd0,2822,3,1/100,null,400,2014:04:12 08:27:36,null,#282a25,fourth
Sony ILCE-7,13792601773,5548641c10,7050,8,1/250,null,1250,2014:04:11 07:02:01,null,#cec2c3,fourth
Sony ILCE-7,13773978324,1801fe467a,3759,4,1/125,null,1600,2014:04:10 17:25:59,null,#c5698e,fourth
Sony ILCE-7,13754573743,df7ddbe91f,2893,3,1/50,null,400,2014:04:09 21:47:28,null,#193c3c,fourth
Sony ILCE-7,13747503695,697d624e44,7117,8,1/640,null,2000,2014:04:08 19:50:21,null,#c8d4cd,fourth
Sony ILCE-7,13747752693,b0f5d8291b,5173,6,1/640,null,2000,2014:04:08 19:48:02,null,#c7c1af,fourth
Sony ILCE-7,13711337834,edaec6cb28,5568,6,1/200,null,1600,2014:04:07 20:46:32,null,#c1b5a0,fourth
Sony ILCE-7,13687109653,284e3fbd2e,5313,6,1/100,null,200,2014:04:06 22:39:06,null,#31321e,fourth
Sony ILCE-7,13681518764,e9abc75de1,3699,4,1/100,null,100,2014:04:05 15:28:54,null,#afb4a1,fourth
Sony ILCE-7,13680678584,c968345785,7355,8,1/100,null,800,2014:04:05 12:42:13,null,#31353b,fourth
Sony ILCE-7,14099242323,aa1d2c925b,7412,8,1/2000,null,200,2014:04:05 12:04:13,null,#2c2f2d,fourth
Sony ILCE-7,13892576447,fe465ce365,5237,6,1/2000,null,200,2014:04:05 12:02:08,null,#295782,fourth
Sony ILCE-7,14079195925,1d7343a40e,2930,3,1/1600,null,200,2014:04:05 10:33:18,null,#2e3726,fourth
Sony ILCE-7,14076051582,1b850521e7,7409,8,1/1000,null,200,2014:04:05 10:04:12,null,#2e3736,fourth
Panasonic DMC-GH3,13680322555,38d141e972,7124,8,1/60,2.8,400,2014:04:04 19:30:59,19 mm,#221515,fourth
Sony ILCE-7,13620286204,63b2956d23,2917,3,1/125,null,400,2014:04:03 14:52:07,null,#135aae,fourth
Sony ILCE-7,13597553085,6c93541378,7077,8,1/125,null,800,2014:04:02 21:16:22,null,#97c0c8,fourth
Sony ILCE-7,13576374565,506af18fdd,2886,3,1/125,null,500,2014:04:01 21:46:32,null,#a8864e,fourth
Sony ILCE-7,13555752735,4d9531a0f9,3778,4,1/160,null,200,2014:03:31 21:08:40,null,#332a23,fourth
Sony ILCE-7,13531567443,e765f071ce,3700,4,1/500,null,100,2014:03:30 16:35:31,null,#232c32,fourth
Sony ILCE-7,13531773624,e6ee0587bb,2844,3,1/500,null,100,2014:03:30 16:35:04,null,#343a30,fourth
Sony ILCE-7,13531789894,865f55f8b8,7240,8,1/400,null,1000,2014:03:30 12:34:49,null,#d7d0d0,fourth
Sony ILCE-7,13506021774,fcea2247b7,7190,8,1/60,null,1000,2014:03:30 00:12:58,null,#232323,fourth
Sony ILCE-7,13481339355,4a81a04867,2932,3,1/800,null,100,2014:03:28 17:44:28,null,#1f2621,fourth
Sony ILCE-7,13461753283,82904a0904,7197,8,1/160,null,2000,2014:03:27 22:20:36,null,#c5b5ac,fourth
Sony ILCE-7,13441878023,709ed37173,7161,8,1/125,null,1000,2014:03:26 17:36:59,null,#17131e,fourth
Sony ILCE-7,13791457005,8a5b7e429b,7234,8,1/100,null,400,2014:03:25 10:22:28,null,#1a1e1d,fourth
Sony ILCE-7,13791991454,f1952b1df2,5002,6,1/1000,null,200,2014:03:25 10:05:57,null,#c4c4d6,fourth
Sony ILCE-7,13422063485,db0056b940,7030,8,1/80,null,640,2014:03:25 09:48:26,null,#d1c2a9,fourth
Sony ILCE-7,13791749715,a82c8a9314,2930,3,1/80,null,640,2014:03:25 09:47:26,null,#a3887b,fourth
Sony ILCE-7,13791478413,415b41d4f3,7165,8,1/160,null,800,2014:03:24 19:33:27,null,#b5c6cb,fourth
Sony ILCE-7,13791471395,4b040ee78d,2895,3,1/125,null,400,2014:03:24 16:39:58,null,#1b2625,fourth
Sony ILCE-7,13791813794,ee9ae311a2,2915,3,1/500,null,200,2014:03:24 15:45:00,null,#232323,fourth
Sony ILCE-7,13791520553,b734924497,7191,8,1/160,null,200,2014:03:24 14:19:18,null,#1a130b,fourth
Sony ILCE-7,13791501215,324c0a82ef,3827,4,1/100,null,200,2014:03:24 13:48:53,null,#c0bfa9,fourth
Sony ILCE-7,13791847854,304d4f4012,7438,8,1/125,null,400,2014:03:24 13:16:13,null,#181413,fourth
Sony ILCE-7,13422339124,fbb478dc97,7135,8,1/125,null,400,2014:03:24 13:14:26,null,#d1d7c8,fourth
Sony ILCE-7,13792001344,b1f3e6b17e,3765,4,1/800,null,200,2014:03:24 12:50:28,null,#14150d,fourth
Sony ILCE-7,13791905804,3befcbbdf4,3823,4,1/800,null,200,2014:03:24 09:31:59,null,#b19d96,fourth
Sony ILCE-7,14599906272,1b023ae259,5487,6,1/800,null,200,2014:03:24 09:30:00,null,#bdc7c5,fourth
Sony ILCE-7,14600528205,7d04e955eb,5580,6,3.2,null,200,2014:03:23 18:43:38,null,#202137,fourth
Canon EOS REBEL T3i,13791778624,d23a1009d8,7093,8,1/10,3.5,1600,2014:03:23 18:42:12,18 mm,#9bacb9,fourth
Sony ILCE-7,13791582823,01ab106edf,2812,3,1/125,null,800,2014:03:23 18:16:04,null,#1a1512,fourth
Sony ILCE-7,13791756535,6b004b37b3,3736,4,1/100,null,400,2014:03:23 17:53:18,null,#64b4c9,fourth
Sony ILCE-7,14598577234,c5ba04a990,2905,3,1/125,null,1600,2014:03:23 17:42:25,null,#bebbb6,fourth
Sony ILCE-7,13791898405,2.69E+28,2830,3,1/250,null,400,2014:03:23 17:35:26,null,#877c8a,fourth
Sony ILCE-7,13791923443,e49111b7f8,3740,4,1/400,null,400,2014:03:23 16:48:27,null,#d1d1d5,fourth
Sony ILCE-7,13422342104,f43d3a935f,3744,4,1/100,null,400,2014:03:23 16:42:22,null,#abbfc1,fourth
Sony ILCE-7,13791891513,9c11abd28e,3833,4,1/320,null,400,2014:03:23 13:19:17,null,#15647b,fourth
Sony ILCE-7,13343338214,2031a16ac7,3823,4,1/2000,null,200,2014:03:22 10:25:11,null,#cacaca,fourth
Sony ILCE-7,13342082795,b9fab07f9d,3799,4,1/100,null,2000,2014:03:21 21:23:03,null,#c3c3c3,fourth
Sony ILCE-7,13303124523,ec39fcb03e,2840,3,1/160,null,800,2014:03:20 22:16:53,null,#b3bfbc,fourth
Sony ILCE-7,13280857454,7fa9116d3c,7087,8,1/160,null,800,2014:03:19 18:14:46,null,#c5a68d,fourth
Sony ILCE-7,13233035553,167fc7ac4f,2830,3,1/320,null,200,2014:03:17 16:56:24,null,#1b2120,fourth
Sony ILCE-7,13214150085,88e3930d62,2888,3,1/100,null,400,2014:03:16 05:46:38,null,#c6bcbd,fourth
Sony ILCE-7,13183654553,e83f8ce9f9,2046,3,1/400,null,200,2014:03:15 17:29:52,null,#bdc7a4,fourth
Sony ILCE-7,13163543514,ed2e0f2a60,7034,8,1/125,null,1250,2014:03:14 17:34:12,null,#908f98,fourth
Sony ILCE-7,13143049473,57707488fe,2610,3,1/100,null,800,2014:03:13 10:01:19,null,#1256cd,fourth
Sony ILCE-7,13120117115,1e7a0e1eb1,2417,3,1/100,null,800,2014:03:12 21:05:49,null,#bfb0ab,fourth
Sony ILCE-7,13099744225,fe28897dee,2891,3,1/40,null,640,2014:03:11 20:42:48,null,#1e2726,fourth
Sony ILCE-7,13077404433,4e1e0bae66,7334,8,1/50,null,400,2014:03:10 18:09:40,null,#202626,fourth
Sony ILCE-7,13458174743,938164e473,5109,6,1/640,null,125,2014:03:09 14:37:17,null,#c6b392,fourth
Sony ILCE-7,13458411604,f383b79e2d,3672,4,1/640,null,125,2014:03:09 14:37:16,null,#cec5ba,fourth
Sony ILCE-7,13458043005,537ff06fe4,3829,4,1/640,null,125,2014:03:09 14:36:34,null,#1a1b1f,fourth
Sony ILCE-7,13458404884,72b9b61f1a,3775,4,1/1000,null,100,2014:03:09 14:22:04,null,#301e19,fourth
Sony ILCE-7,13458400874,d490a37cb5,7020,8,1/1000,null,100,2014:03:09 14:21:36,null,#251e1a,fourth
Sony ILCE-7,13458450244,c9c071cd43,3782,4,1/1000,null,100,2014:03:09 14:20:06,null,#c3d9e2,fourth
Sony ILCE-7,13458397864,f95edc75b0,2903,3,1/500,null,100,2014:03:09 14:11:06,null,#b7a294,fourth
Sony ILCE-7,13458338984,06b6afd2de,3686,4,1/400,null,200,2014:03:09 13:57:20,null,#c3b9aa,fourth
Sony ILCE-7,13458216783,9c36cee046,7389,8,1/200,null,160,2014:03:09 13:51:45,null,#c6d9d4,fourth
Sony ILCE-7,13458454024,88d902ff1f,2860,3,1/200,null,200,2014:03:09 13:44:31,null,#c2b8b7,fourth
Sony ILCE-7,13458030625,c7e6902a14,7116,8,1/320,null,100,2014:03:09 12:23:54,null,#c8c7c3,fourth
Sony ILCE-7,13054976395,842ca9d476,2227,3,1/640,null,100,2014:03:09 12:07:44,null,#cbc8c3,fourth
Sony ILCE-7,13458149743,b844e70f52,3785,4,1/320,null,100,2014:03:09 11:47:24,null,#ced0cd,fourth
Sony ILCE-7,13458145593,11e9e5e456,3709,4,1/320,null,100,2014:03:09 11:41:33,null,#cfd6dd,fourth
Sony ILCE-7,13458019115,a15621a17b,3744,4,1/800,null,250,2014:03:09 10:52:35,null,#797b2c,fourth
Sony ILCE-7,13458135123,b381855927,3749,4,1/800,null,200,2014:03:09 10:36:53,null,#c1ac9a,fourth
Sony ILCE-7,13458372904,407e25a839,7035,8,1/500,null,200,2014:03:09 10:31:34,null,#c8b3a9,fourth
Sony ILCE-7,13458369794,36c6c87d58,7111,8,1/500,null,200,2014:03:09 10:13:39,null,#dedcd6,fourth
Sony ILCE-7,13458004165,272e73df11,2831,3,1/2500,null,200,2014:03:09 10:09:05,null,#1b1910,fourth
Canon EOS 60D,13026916495,9a3a43c81b,7353,8,1/50,1.8,1600,2014:03:08 20:31:21,28 mm,#c8b461,fourth
Panasonic DMC-GH3,13003390253,984c012bde,3750,4,1/60,2.8,200,2014:03:07 20:14:34,19 mm,#15171d,fourth
Sony ILCE-7,12986973443,e2aa2aa163,7391,8,1/100,null,640,2014:03:06 21:54:07,null,#78585f,fourth
Sony ILCE-7,12986834725,d862fab998,7355,8,1/50,null,2500,2014:03:06 21:29:07,null,#0b0e11,fourth
Sony ILCE-7,12986922123,67fef7aef7,3601,4,1/60,null,1600,2014:03:06 20:07:04,null,#181a14,fourth
Sony ILCE-7,12961870725,a88b973007,7445,8,1/125,null,100,2014:03:05 08:47:37,null,#c2c1b9,fourth
Sony ILCE-7,12944737753,0e18da1636,2821,3,1/250,null,800,2014:03:04 19:57:07,null,#253333,fourth
Sony ILCE-7,12922671134,52ede16fa6,3752,4,1/400,null,200,2014:03:03 16:21:16,null,#a27f60,fourth
Sony ILCE-7,12923039903,6724ba7482,3834,4,1/640,null,1250,2014:03:03 16:10:40,null,#c6a590,fourth
Sony ILCE-7,12901452644,d2db40976a,3822,4,1/1600,null,100,2014:03:02 14:27:25,null,#bfb0b0,fourth
Sony ILCE-7,12872554064,95bea0e4f6,3732,4,1/100,null,400,2014:03:01 16:27:28,null,#c9cbcf,fourth
Sony ILCE-7,12872730844,ff1d9e54fc,7321,8,1/80,null,160,2014:03:01 15:42:52,null,#b1a8a8,fourth
Sony ILCE-7,13458123203,7e886e9d73,3752,4,1/160,null,100,2014:03:01 15:25:38,null,#babcaf,fourth
Sony ILCE-7,13457995005,8761e950a2,7167,8,1/200,null,100,2014:03:01 14:04:50,null,#211d17,fourth
Sony ILCE-7,13458354864,a60ca3e27a,2892,3,1/200,null,100,2014:03:01 14:01:35,null,#2a2420,fourth
Sony ILCE-7,12872209043,0a760a8812,7437,8,1/80,null,100,2014:03:01 12:56:54,null,#d2d0d2,fourth
Sony ILCE-7,14598577984,ce18465d49,3876,4,1/800,null,100,2014:03:01 10:08:31,null,#312a26,fourth
Sony ILCE-7,13457989405,e4331ba558,7259,8,1/500,null,100,2014:03:01 08:59:34,null,#d2d6de,fourth
Sony ILCE-7,14597252561,c73e32753f,5560,6,1/60,null,100,2014:03:01 08:51:46,null,#d2ad9a,fourth
Sony ILCE-7,13458349854,e181e66b56,3814,4,1/500,null,100,2014:03:01 08:46:18,null,#c3cfd7,fourth
Sony ILCE-7,13458106833,0dbe576d01,7201,8,1/400,null,100,2014:03:01 08:35:16,null,#3a2126,fourth
Sony ILCE-7,13457979975,608c189cbb,3765,4,1/80,null,160,2014:03:01 08:15:51,null,#303134,fourth
Sony ILCE-7,12871387184,df85ea7625,3792,4,1/100,null,6400,2014:02:28 18:39:32,null,#2a1915,fourth
Sony ILCE-7,12831009375,e56367e981,7386,8,1/160,null,3200,2014:02:27 18:03:33,null,#d2b381,fourth
Sony ILCE-7,12831425454,0483c527ae,3705,4,1/200,null,400,2014:02:27 16:59:00,null,#c7c3c2,fourth
Sony ILCE-7,12831066173,6f9a4ec97f,7454,8,1/400,null,640,2014:02:27 16:25:24,null,#c5c1c0,fourth
Sony ILCE-7,12810566974,4ac6398b8a,5521,6,1/100,null,640,2014:02:26 22:04:01,null,#a1a6ad,fourth
Sony ILCE-7,12787947605,42b727d00c,2844,3,1/100,null,800,2014:02:25 22:55:52,null,#e3e3e3,fourth
Sony ILCE-7,12766017385,3889cbb6be,7380,8,1/320,null,6400,2014:02:24 20:56:57,null,#bbaebd,fourth
Sony ILCE-7,12765581025,115f733f76,5491,6,1/80,null,5000,2014:02:24 20:43:25,null,#b7917f,fourth
Sony ILCE-7,12741333783,e9d0997f0f,7432,8,1/200,null,200,2014:02:23 17:39:48,null,#c9d0e4,fourth
Sony ILCE-7,12717219795,45c7637647,7377,8,1/80,null,400,2014:02:22 17:11:20,null,#302520,fourth
Sony ILCE-7,12830982895,2e35d42580,2876,3,1/250,null,100,2014:02:22 00:17:04,null,#9f694a,fourth
Sony ILCE-7,12830986135,7993bcf812,2894,3,1/320,null,100,2014:02:22 00:14:49,null,#a56c48,fourth
Sony ILCE-7,12693493515,42f3211d7c,3828,4,1/320,null,100,2014:02:22 00:14:31,null,#ae7b5a,fourth
Sony ILCE-7,12669748765,5e862512d6,3784,4,1/100,null,800,2014:02:20 21:42:57,null,#19181b,fourth
Nikon D5000,12651602375,cb7b3801fd,7368,8,1/100,1.8,200,2014:02:20 16:52:17,50 mm,#a3acc5,fourth
Nikon D5000,12149787856,e39de60160,2817,3,1/200,null,400,2014:01:05 13:48:38,null,#dfd6d0,
Nikon D5000,12149385443,14e9052651,3795,4,1/50,null,400,2013:12:28 07:36:32,null,#10151b,
Nikon D5000,12149391603,6475f3ac27,7414,8,1/40,null,800,2013:12:26 22:19:31,null,#c9ae99,
Nikon D5000,12149802036,b85d08099f,2876,3,1/100,null,400,2013:12:25 15:04:19,null,#302926,
Nikon D5000,12149405383,e599e0dcda,7330,8,1/160,null,200,2013:12:25 12:58:13,null,#353227,
Nikon D5000,12149145305,3744bed9df,3689,4,1/50,null,200,2013:12:24 18:34:11,null,#e2e2e2,
Nikon D5000,12149403503,12dc940946,2851,3,1/80,null,100,2013:12:24 15:18:07,null,#b0bab8,
Nikon D5000,12149809996,5f455960ae,7401,8,1/200,null,100,2013:12:24 15:01:00,null,#2b2832,
LG Electronics LG-LS720,11513676474,89e83b4963,3757,4,null,null,null,2013:12:23 05:01:54,null,#e7ebd4,
Nikon D5000,12149410543,c71444649f,5490,6,1/100,null,200,2013:12:22 17:34:46,null,#c9a8a0,
Nikon D5000,12149555744,37b431b1d7,5537,6,1/500,null,200,2013:12:22 17:32:28,null,#23251d,
Nikon D5000,12149593784,eeb85bae16,7408,8,1/1250,null,200,2013:12:20 12:07:12,null,#262119,
Nikon D5000,12149182495,eb2dda578c,5511,6,1/200,null,400,2013:12:20 10:42:54,null,#1e1e19,
Nikon D5000,12149434663,b54b902995,7327,8,1/1000,null,400,2013:12:20 10:22:54,null,#2c342b,
Nikon D5000,12149858186,63b420af9c,5508,6,1/800,null,400,2013:12:20 10:22:25,null,#e1dbda,
Nikon D5000,12149856096,6565d610ce,5525,6,1/200,null,400,2013:12:20 10:16:27,null,#cfcdb8,
Nikon D5000,12149591404,64030c261a,2870,3,1/400,null,400,2013:12:20 10:08:27,null,#212d27,
Nikon D5000,12149639874,8cdaaafba0,3736,4,1/80,null,200,2013:12:19 09:48:35,null,#d9d2ca,
Nikon D5000,12149607424,b8abfbae39,5545,6,1/80,null,800,2013:12:18 05:28:44,null,#089a46,
Nikon D5000,12149486753,8c81f91981,2839,3,1/80,null,800,2013:12:18 05:27:01,null,#dabda5,
Nikon D5000,12149633104,fcf23d27dd,3802,4,1/80,null,100,2013:12:18 03:22:34,null,#3b2d21,
Nikon D5000,12149943976,ea33111d63,2889,3,1/60,null,100,2013:12:17 01:26:38,null,#f0f0f0,
Nikon D5000,12149889866,4836b72bf7,5534,6,1/60,null,100,2013:12:17 01:21:20,null,#f4f4f4,
Nikon D5000,12149886896,330bc06089,5508,6,1/80,null,100,2013:12:17 01:04:34,null,#272b1e,
Nikon D5000,12149619204,e51f0fa07b,7412,8,1/200,null,100,2013:12:17 00:18:40,null,#d3cdb9,
Nikon D5000,12149221595,82698a4be5,2882,3,1/60,null,100,2013:12:16 22:49:36,null,#beae97,
Nikon D5000,12149616844,be89a696b3,5476,6,1/1600,null,100,2013:12:16 22:09:41,null,#cdd4d1,
Nikon D5000,12149617274,8d7b430aa3,3823,4,1/1600,null,100,2013:12:16 22:08:35,null,#d3d6d5,
Nikon D5000,12149629174,4274b0fcc6,7347,8,1/1250,null,100,2013:12:16 21:58:49,null,#2a2525,
Nikon D5000,12149214155,a7a827650d,3755,4,1/400,null,100,2013:12:16 21:08:05,null,#d6d9ca,
Nikon D5000,11386431983,d965bdd96f,2828,3,1/320,0,100,2013:12:13 11:52:46,0 mm,#323745,
Nikon D5000,11216345974,9f50ecab62,7457,8,1/40,null,200,2013:11:29 17:59:14,null,#0e0f0e,
Nikon D5000,10810670125,b77450b135,5472,6,1/40,null,800,2013:11:10 17:55:57,null,#6f8972,
Nikon D5000,10220885284,54ed8c69e0,5494,6,1/250,1.8,100,2013:10:10 16:44:12,50 mm,#281b11,
Nikon D5000,10016458324,aec2d62a49,5459,6,1/80,2.5,100,2013:09:28 17:49:43,50 mm,#c48f6b,
Nikon D5000,10222262624,5d7cd11d84,8256,9,1/80,2.2,100,2013:09:28 17:38:32,50 mm,#1c201e,
Nikon D5000,9729866856,a5711bf0ed,3818,4,1/2000,2,100,2013:09:11 18:09:55,50 mm,#e2c6a4,
Nikon D5000,9844267245,ef075aebfb,3704,4,1/40,null,100,2013:09:02 17:52:45,null,#dbd3b0,
Nikon D5000,9845039586,8a9503b969,3816,4,1/40,null,1000,2013:09:02 08:18:02,null,#c1bcad,
Nikon D5000,9484734594,a90171e970,2894,3,1/250,2.5,200,2013:08:10 18:15:05,50 mm,#e4dad2,
Nikon D5000,9431459142,f9669c5728,7451,8,1/2000,null,400,2013:07:28 15:09:33,null,#c6c7bd,
Nikon D5000,9428662745,d64099d1f9,7289,8,1/2000,null,400,2013:07:28 15:09:10,null,#b1ad8f,
Nikon D5000,9431431150,41114864f4,5336,6,1/1250,7.1,100,2013:07:28 11:47:17,50 mm,#2a2a2e,
Nikon D5000,9413806980,fd3f73e36f,3695,4,1/320,1.8,800,2013:07:27 20:38:49,50 mm,#e5ae67,
Nikon D5000,9413809012,cd44de4316,5324,6,1/250,null,100,2013:07:27 19:12:57,null,#1a1618,
Nikon D5000,9413807774,8591341126,5506,6,1/250,null,100,2013:07:27 19:10:44,null,#293e4e,
Nikon D5000,9279560960,09fb77b055,5487,6,1/100,2.8,1000,2013:07:06 20:29:03,50 mm,#131313,
Nikon D5000,9279562480,05d467cc1d,7340,8,1/60,14,200,2013:07:06 17:56:25,50 mm,#263031,
Nikon D5000,9276777033,ac2132daac,3708,4,1/80,null,200,2013:07:06 16:16:43,null,#283139,
Nikon D5000,9279918976,30d7891a32,5540,6,1/80,null,200,2013:07:06 16:14:55,null,#314955,
Nikon D5000,9279920350,1e21d19b30,2809,3,1/125,null,200,2013:07:06 14:14:11,null,#533a4a,
Nikon D5000,9276770043,6b4349bed5,5529,6,1/80,1.8,3200,2013:07:05 22:23:25,50 mm,#b25d41,
Nikon D5000,9279564094,02af3b8583,3789,4,1/4000,1.8,400,2013:07:05 17:24:24,50 mm,#22272f,
Nikon D5000,9276781279,4212c7ea9f,7340,8,1/400,1.8,100,2013:07:05 16:46:51,50 mm,#c29a92,
Nikon D5000,9276770481,473f8c5b09,3669,4,1/640,7.1,200,2013:07:05 15:44:28,18 mm,#343434,
Nikon D5000,9276784073,f41ca8e115,7405,8,1/320,7.1,200,2013:07:05 15:43:01,24 mm,#1c331c,
Nikon D5000,9276768521,8d59f67034,3681,4,20,25,100,2013:07:04 21:15:54,20 mm,#caa877,
Nikon D5000,9279565976,61e5aeebe8,2824,3,1/50,2.8,1600,2013:07:04 21:05:47,50 mm,#10151d,
Nikon D5000,9276783183,6af8b03b51,3739,4,1/50,4.5,1600,2013:07:04 21:03:45,50 mm,#c7c2b7,
Nikon D5000,9276776359,c0de5fbd63,7298,8,1/50,3.2,1600,2013:07:04 21:02:38,50 mm,#b09b77,
Nikon D5000,9276781993,e954485d8f,5513,6,1/50,2.8,1600,2013:07:04 21:01:04,50 mm,#c6c5a6,
Nikon D5000,9279554596,5e9da88dde,7318,8,1/50,1.8,1600,2013:07:04 21:00:46,50 mm,#b38d5f,
Nikon D5000,9276771643,047d35d280,3688,4,1/100,1.8,1600,2013:07:04 20:54:55,50 mm,#ae451f,
Nikon D5000,9279555600,112a4b89ce,3769,4,1/400,5,1600,2013:07:04 20:50:13,50 mm,#0a0a0a,
Nikon D5000,9276778145,c0af45937d,5504,6,1/500,2.8,1600,2013:07:04 20:48:28,50 mm,#c69b8f,
Nikon D5000,9276778793,ca8f851fb5,5474,6,1/6,1.8,1600,2013:07:04 20:47:13,50 mm,#a7ae9a,
Nikon D5000,9276779965,9480475c1c,3709,4,1/8,1.8,1600,2013:07:04 20:40:23,50 mm,#5c4c36,
Nikon D5000,9279558950,037dac173b,2863,3,1,9,1600,2013:07:04 20:35:01,50 mm,#ddbb7a,
Nikon D5000,9279552560,63064301f2,3724,4,1/4,18,1600,2013:07:04 20:34:06,50 mm,#241f1a,
Nikon D5000,9279558450,8e6c4c3c5f,3691,4,1/80,1.8,6400,2013:07:04 20:22:40,50 mm,#cba78c,
Nikon D5000,9279556222,4449564a66,7398,8,1/10,10,800,2013:07:04 20:11:18,50 mm,#121210,
Nikon D5000,9131574629,14921c3451,5550,6,1/160,null,800,2013:06:22 20:23:42,null,#ddd1ae,
Nikon D5000,9131566739,e56d716621,3770,4,1/250,null,200,2013:06:22 19:47:34,null,#9ebfbc,
Nikon D5000,9131567047,90da06153f,7315,8,1/60,null,200,2013:06:22 19:46:48,null,#285043,
Nikon D5000,9104371881,187db8efc7,2824,3,1/500,null,100,2013:06:19 15:18:49,null,#2e3b44,
Nikon D5000,9106602044,8c3659d027,7325,8,1/400,null,100,2013:06:19 15:15:07,null,#293b38,
Nikon D5000,9106600668,85478004f2,5331,6,1/100,null,100,2013:06:19 15:13:14,null,#1a1d1e,
Nikon D5000,9097524508,5ff521fee9,2824,3,1/40,null,160,2013:06:19 13:25:43,null,#d0c9b9,
Nikon D5000,9068916863,8913723e2e,3819,4,1/80,null,100,2013:06:15 16:05:22,null,#16141d,
Nikon D5000,9071141390,cdb2bd4c92,3746,4,1/1250,null,400,2013:06:13 19:12:04,null,#1d1e12,
Nikon D5000,8875894129,ee1948cda1,7354,8,1/500,1.8,100,2013:05:19 13:56:30,50 mm,#1f2010,
Nikon D5000,9068922095,29e2a9bc02,3781,4,1/500,2,100,2013:05:19 13:17:18,50 mm,#2d311a,
Nikon D5000,8606213615,177b1e79e0,8119,9,1/125,null,400,2013:03:29 07:03:46,null,#302f30,
Nikon D5000,8607317424,4249976132,8245,9,1/160,null,400,2013:03:29 06:56:51,null,#2f3e13,
Nikon D5000,8607316994,fe73b889b3,8387,9,1/100,null,400,2013:03:29 06:46:36,null,#d2ddd7,
