"camera","id","secret","server","farm","exposure","aperture","iso","date-taken","focal-length","color","daily-project-active","color2"
"Nikon D5000","6919451791","be8efe30cf","7070","8","1/20/2017","5","1000","2012:02:17 19:16:05","null","#a8a434","third","#0f0f0f"
"Nikon D5000","6922725737","9cc2351cd0","7183","8","1/15/2017","5","1600","2012:02:23 00:03:21","null","#a42010","third","#251a0a"
"Nikon D5000","6934442921","3aea3a8095","7180","8","1/1/1000","4","400","2012:02:26 14:04:34","null","#c45804","third","#dbcfad"
"Nikon D5000","6776608176","f6c2616dd3","7053","8","1/320","1.8","200","2012:02:20 13:10:20","null","#85b204","third","#162915"
"Nikon D5000","6776608430","9089935ab9","7187","8","1/25/2017","3.5","1000","2012:02:22 00:38:26","null","#40bcc0","third","#ececec"
"Nikon D5000","6773337482","78a9d9b7f2","7185","8","1/25/2017","1.8","3200","2012:02:18 20:17:18","null","#e58c17","third","#e3a34e"
"Nikon D5000","6773336198","80b1b61282","7207","8","1/60","4","1000","2012:02:18 19:56:17","null","#ac6c3c","third","#221d18"
"Nikon D5000","6934441659","0e26627350","7054","8","1/160","5.3","320","2012:02:26 12:11:03","null","#984cc4","third","#363635"
"Nikon D5000","6788327864","19f13f66a3","7181","8","1/100","4","400","2012:02:26 13:15:57","null","#ef7f18","third","#341c0c"
"Nikon D5000","6773333634","a51b83e38b","7052","8","1/20/2017","14","1000","2012:02:16 23:43:23","null","#44c0c4","third","#d5d5d5"
"Nikon D5000","6788326970","15b53772b0","7181","8","1/400","11","400","2012:02:24 16:58:36","null","#b48e5c","third","#222023"
"Nikon D5000","6773330550","305630a913","7199","8","1/20/2017","5.6","2500","2012:02:13 19:25:16","null","#d34c2b","third","#210404"
"Nikon D5000","6773332274","36a1bd5f98","7039","8","1/20/2017","5.6","1600","2012:02:14 23:17:36","null","#f48d04","third","#d4851e"
"Nikon D5000","6773325454","8805a879fe","7201","8","1/20/2017","4.8","800","2012:02:08 23:16:42","null","#dcb07c","third","#31291b"
"Nikon D5000","6919445481","3b6b7a47d1","7182","8","1/800","5.3","800","2012:02:11 16:26:06","null","#c4b238","third","#e4cfa2"
"Nikon D5000","6773332884","7ccd5746ff","7036","8","1/30/2017","5.3","1600","2012:02:15 20:28:09","null","#40bcc0","third","#f4f4f4"
"Nikon D5000","6773329664","ed347db6f7","7056","8","1/1/2500","4.8","800","2012:02:11 16:28:35","null","#eea52f","third","#cbb99b"
"Nikon D5000","6919440247","2aa6b7a416","7202","8","1/15/2017","5.6","1600","2012:02:06 21:03:36","null","#b0ac30","third","#232323"
"Nikon D5000","6919441385","61a352f736","7190","8","1/100","3.8","800","2012:02:07 22:13:58","null","#056ce6","third","#1a3b69"
"Nikon D5000","6919443559","eec450d317","7176","8","1/20/2017","3.5","800","2012:02:09 20:52:25","null","#eaab0d","third","#283c29"
"Nikon D5000","6773326868","b0f10080d7","7067","8","1/30/2017","3.5","1600","2012:02:10 20:34:17","null","#0d68b0","third","#1c1e1e"
"Nikon D5000","6810582625","300f441e0e","7156","8","1/160","1.8","800","2012:02:01 20:51:05","null","#a050c8","third","#e0e0e0"
"Nikon D5000","6810586259","859bcbfb66","7143","8","1/25/2017","1.8","2500","2012:02:02 17:57:01","null","#3fbfbf","third","#282828"
"Nikon D5000","6773321546","5a9a3790f6","7191","8","1/10/2017","3.5","800","2012:02:04 23:01:57","null","#4040c0","third","#0b0b0b"
"Nikon D5000","6919439323","b08ab50c55","7068","8","1/8/2017","3.5","800","2012:02:05 21:02:59","null","#cc9c36","third","#162221"
"Nikon D5000","6773321114","ed6a8ce86e","7046","8","1/20/2017","5.3","400","2012:02:03 22:22:50","null","#cc1434","third","#191811"
"Nikon D5000","6810582003","1ff694f3ac","7035","8","1/80","1.8","800","2012:01:31 18:49:32","null","#ab954d","third","#2c1d08"
"Nikon D5000","6810578219","b156fccb51","7005","8","1/640","1.8","800","2012:01:30 19:48:33","null","#e74807","third","#2f372a"
"Nikon D5000","6744665419","1a88384493","7025","8","1/100","null","1600","2012:01:21 20:40:58","null","#b040b4","third","#c9c9c9"
"Nikon D5000","6774925377","706d0f5db3","7146","8","1/10/2017","3.5","800","2012:01:27 21:24:22","null","#c47c24","third","#b4c898"
"Nikon D5000","6774923387","a88bb59ec9","7141","8","1/13/2017","5.3","800","2012:01:26 22:06:09","null","#b0ac30","third","#262626"
"Nikon D5000","6753344089","847db2592c","7170","8","1/50","1.8","800","2012:01:23 20:30:48","null","#b47c0c","third","#0e1013"
"Nikon D5000","6774921639","3c88b21144","7147","8","1/13/2017","4","800","2012:01:24 23:12:51","null","#e4a42c","third","#131c14"
"Nikon D5000","6810572721","b757e94902","7161","8","1/10/2017","3.5","800","2012:01:28 19:22:54","null","#ed875e","third","#e1ac91"
"Nikon D5000","6810575311","b9a8e1a36a","7028","8","1/25/2017","5.3","800","2012:01:29 19:26:01","null","#e6170c","third","#f1cab3"
"Nikon D5000","6774922387","a768f8c0d2","7015","8","1/13/2017","4.5","800","2012:01:25 20:31:12","null","#bb9f37","third","#2f181c"
"Nikon D5000","6744669269","5b6c1b8702","7174","8","1/50","null","1600","2012:01:22 02:28:15","null","#c63837","third","#1c1e1c"
"Nikon D5000","6723237243","16307f4b4c","7032","8","1/60","4","800","2012:01:15 22:32:41","null","#dc9a6f","third","#d2b29e"
"Nikon D5000","6723233265","4b998d6b61","7034","8","1/1/1000","5.3","1600","2012:01:11 13:50:14","null","#e0484a","third","#211925"
"Nikon D5000","6738558123","94975e027e","7017","8","1/20/2017","5","1600","2012:01:17 20:14:22","null","#c77737","third","#dfe6e4"
"Nikon D5000","6738561201","bec6317e25","7168","8","1/125","6.3","1600","2012:01:19 20:03:20","null","#b8ac48","third","#e0dede"
"Nikon D5000","6738556913","6a301938eb","7032","8","1/30/2017","null","800","2012:01:15 17:31:55","null","#a56414","third","#070709"
"Nikon D5000","6723234531","c5cab94102","7023","8","1/20/2017","3.5","1600","2012:01:13 17:31:35","null","#bc50c0","third","#bababa"
"Nikon D5000","6723235369","c0fc5d5ee2","7010","8","1/40","null","800","2012:01:14 20:48:49","null","#d58b26","third","#3f2737"
"Nikon D5000","6723239873","ebcde151c8","7172","8","1/20/2017","5","3200","2012:01:16 21:01:15","null","#ecb928","third","#23160c"
"Nikon D5000","6738565181","e8fa7d2604","7143","8","1/15/2017","5.6","1600","2012:01:20 22:50:25","null","#d9df07","third","#71310c"
"Nikon D5000","6678037881","85c8f31c24","7165","8","1/1/1000","5.6","1600","2012:01:10 08:08:53","null","#2830b0","third","#292d2f"
"Nikon D5000","6658286219","19d6b129fc","7172","8","1/40","null","400","2012:01:05 19:30:12","null","#d20d08","third","#421b05"
"Nikon D5000","6678032625","2a49fa320a","7021","8","1/20/2017","3.8","1600","2012:01:08 20:03:26","null","#f4b730","third","#393a16"
"Nikon D5000","6678036417","9d01aa6186","7157","8","1/15/2017","4","1600","2012:01:09 23:26:36","null","#c88c44","third","#dad397"
"Nikon D5000","6678034301","60a2ae1837","7011","8","1/50","5","800","2012:01:09 14:06:22","null","#b68409","third","#2e1a12"
"Nikon D5000","6658283629","e7bb19e819","7151","8","1/20/2017","3.5","400","2012:01:04 14:20:33","null","#ebbe1a","third","#0a0b11"
"Nikon D5000","6678031489","496a8ab366","7012","8","1/20/2017","5.6","1600","2012:01:07 21:48:08","null","#f0c812","third","#d7c797"
"Nikon D5000","6658282125","cbcba6657e","7173","8","1/160","null","400","2012:01:03 16:35:20","null","#8c3490","third","#a4a4a4"
"Nikon D5000","6658291993","9ae70b900c","7153","8","1/20/2017","5.6","4000","2012:01:06 23:06:12","null","#bc6a26","third","#221609"
"Nikon D5000","6617999581","5f2cd72bd8","7142","8","1/20/2017","null","1600","2012:01:01 00:19:15","null","#b88830","third","#d7d5d0"
"Nikon D5000","6658289419","228c8bd2d8","7034","8","1/80","null","3200","2012:01:06 22:30:42","null","#ac8c1c","third","#cb9656"
"Nikon D5000","6617998485","f5d46f7556","7008","8","1/40","3.5","1600","2011:12:31 22:17:52","null","#54d0d4","third","#d5d5d5"
"Nikon D5000","6593049169","aac52c0dea","7148","8","1/20/2017","5","1600","2011:12:28 23:47:58","null","#b7a224","third","#13150b"
"Nikon D5000","6617996877","5d25f67746","7150","8","1/160","null","1600","2011:12:31 18:56:53","null","#bc48c0","third","#bbbbbb"
"Nikon D5000","6573794397","a54149094f","7164","8","1/20/2017","5","1250","2011:12:25 18:03:21","null","#bd2534","third","#d5b8a5"
"Nikon D5000","6598414491","e470b88156","7019","8","1/640","5.6","200","2011:12:29 14:57:52","null","#8808be","third","#8c13ab"
"Nikon D5000","6579711361","fa0e02684c","7026","8","1/125","5","640","2011:12:26 21:45:05","null","#c43123","third","#060705"
"Nikon D5000","6586589625","c3058abd79","7026","8","1/320","5.6","800","2011:12:27 18:35:12","null","#6c942c","third","#e0e6e3"
"Nikon D5000","6605297889","86b8225f28","7002","8","1/25/2017","3.5","1600","2011:12:30 20:27:38","null","#cc50d0","third","#d3d3d3"
"Nikon D5000","6563275895","9e68188885","7011","8","1/30/2017","4.5","800","2011:12:23 21:09:46","null","#d040a4","third","#c4a77c"
"Nikon D5000","6567969681","4f555eb443","7163","8","1/20/2017","4.5","1250","2011:12:24 18:28:33","null","#4cccb8","third","#abd3e4"
"Nikon D5000","6558209611","af643b8f3a","7141","8","1/30/2017","5.3","1600","2011:12:23 00:17:18","null","#e44c24","third","#170c0b"
"Nikon D5000","6552990687","532780905a","7161","8","1/160","9","250","2011:12:21 16:28:25","null","#dc5c20","third","#323236"
"Nikon D5000","6552989777","03edfb3462","7007","8","1/320","4.5","250","2011:12:21 16:55:29","null","#cd9833","third","#322e22"
"Nikon D5000","6552986159","5866fbcab1","7014","8","1/400","7.1","250","2011:12:21 14:11:52","null","#e09076","third","#414539"
"Nikon D5000","6553001223","0a215bc12d","7023","8","1/200","9","250","2011:12:21 16:29:56","null","#b4b034","third","#0d0d0d"
"Nikon D5000","8490730979","25966a6fde","8388","9","1/160","9","250","2011:12:21 16:26:56","null","#e38757","third","#d1dae2"
"Nikon D5000","6542974987","12eb447227","7031","8","1/20/2017","1.8","800","2011:12:19 21:47:58","null","#44c0c4","third","#151515"
"Nikon D5000","6547723939","eaee13f48c","7156","8","1/50","6.3","250","2011:12:20 23:14:39","null","#44c0c4","third","#0c0c0c"
"Nikon D5000","6543002147","5384037b68","7033","8","1/20/2017","2.5","800","2011:12:19 20:36:31","null","#101cb3","third","#0e0a12"
"Nikon D5000","8491831372","15231f9449","8526","9","1/320","4","250","2011:12:21 16:44:19","null","#6a7434","third","#2e2a27"
"Nikon D5000","6542975943","732006c551","7029","8","1/50","2.8","800","2011:12:19 17:42:14","null","#48c4c8","third","#101010"
"Nikon D5000","6542973741","c2b2331281","7146","8","1/160","4","200","2011:12:19 16:37:47","null","#c06c48","third","#dbd0c3"
"Nikon D5000","6543003287","dbfa130dd4","7028","8","1/30/2017","2.2","800","2011:12:19 17:39:42","null","#d7a02b","third","#e3c59a"
"Nikon D5000","6542972649","e0619c310b","7014","8","1/500","7.1","200","2011:12:19 16:29:44","null","#24c8d8","third","#0a171e"
"Nikon D5000","6542972097","e253112f9f","7159","8","1/25/2017","8","200","2011:12:19 16:37:25","null","#ac6914","third","#d0c7bc"
"Nikon D5000","6543005747","a43b139c39","7014","8","1/25/2017","1.8","800","2011:12:19 19:54:54","null","#1222de","third","#1f1007"
"Nikon D5000","6543004249","45bdaea0fd","7020","8","1/30/2017","3.5","800","2011:12:19 20:14:17","null","#b040b4","third","#0c0c0c"
"Nikon D5000","6519640149","1020f22b3f","7009","8","1/50","1.8","400","2011:12:15 23:08:39","null","#40bcc0","third","#cccccc"
"Nikon D5000","6528221239","886f938e54","7030","8","1/20/2017","3.5","400","2011:12:16 20:17:31","null","#dc8424","third","#130810"
"Nikon D5000","6503525367","7a52456039","7146","8","1/15/2017","5.3","1000","2011:12:11 22:40:19","null","#f43f19","third","#262616"
"Nikon D5000","6496290199","093cd5533f","7029","8","1/15/2017","null","1000","2011:12:10 20:15:33","null","#c4b541","third","#aeb2b4"
"Nikon D5000","6530159921","c7fd24f6ed","7002","8","1/20/2017","4.2","800","2011:12:17 23:25:06","null","#b41f0e","third","#d2d0c2"
"Nikon D5000","6509678027","5767f06987","7026","8","1/10/2017","5.6","400","2011:12:14 00:06:47","null","#48c0c4","third","#151515"
"Nikon D5000","6490358851","77e2e6f0de","7004","8","1/320","4","1600","2011:12:08 23:46:32","null","#c0bc40","third","#0c0c0c"
"Nikon D5000","6514786323","8e6018cb4f","7028","8","1/15/2017","4","400","2011:12:15 00:02:31","null","#bfad3f","third","#040509"
"Nikon D5000","6490358315","96b3e0a833","7153","8","1/20/2017","4.2","1600","2011:12:07 22:57:19","null","#44c0c4","third","#0e0e0e"
"Nikon D5000","6503528977","9e679cc92a","7010","8","1/10/2017","5.6","1000","2011:12:12 21:17:39","null","#e30404","third","#bcbf96"
"Nikon D5000","6445475271","3ef2cf3746","7165","8","1/20/2017","2.2","800","2011:12:02 22:42:30","null","#74cc04","third","#1a100a"
"Nikon D5000","6445472773","66dd93f1dd","7025","8","1/30/2017","1.8","400","2011:12:01 02:18:49","null","#a8d054","third","#292929"
"Nikon D5000","6490357215","8c5e084675","7020","8","1/15/2017","3.5","1600","2011:12:07 00:40:18","null","#40c040","third","#e2e2e2"
"Nikon D5000","6429648259","0818321fbc","7153","8","1/60","8","800","2011:11:28 16:20:55","null","#dc60e0","third","#ececec"
"Nikon D5000","6451331383","404fe8a895","7028","8","1/15/2017","5.3","2000","2011:12:03 19:33:50","null","#9c7b2b","third","#261807"
"Nikon D5000","6458403903","8ccc9ccbba","7175","8","1/15/2017","4.5","1600","2011:12:04 15:49:21","null","#a4cc50","third","#292929"
"Nikon D5000","6451333173","80da316162","7149","8","1/8/2017","4.8","1600","2011:12:03 18:41:07","null","#b35d0f","third","#0e0804"
"Nikon D5000","6445473683","2a09b8a24e","7145","8","1/40","2","400","2011:12:01 23:36:58","null","#155fc8","third","#d4baa0"
"Nikon D5000","6451335545","a933da35da","7159","8","1/15/2017","3.5","2000","2011:12:03 19:43:28","null","#bc742c","third","#1a130a"
"Nikon D5000","6429610363","e57e1a5d41","7029","8","1/1/2500","3.5","800","2011:11:27 15:31:36","null","#b4b03c","third","#191919"
"Nikon D5000","6429608493","bc9a9ab760","7006","8","1/15/2017","1.8","1600","2011:11:24 18:46:34","null","#8aba0f","third","#3b4e16"
"Nikon D5000","6429612295","d781bc4395","6050","7","1/400","3.5","800","2011:11:28 16:18:57","null","#a2872d","third","#243641"
"Nikon D5000","6429605901","ca8dd82b85","7025","8","1/80","3.5","3200","2011:11:23 18:57:05","null","#8844c0","third","#171717"
"Nikon D5000","6402213423","a7bb139de0","7171","8","1/25/2017","5.3","400","2011:11:21 16:51:37","null","#6e8a40","third","#d3d5dd"
"Nikon D5000","6429601457","5b5062a785","6049","7","1/500","10","400","2011:11:22 13:03:04","null","#58d4d8","third","#e5e5e5"
"Nikon D5000","6429602885","a07205934d","7021","8","1/500","10","400","2011:11:22 13:03:32","null","#99154e","third","#bbb6ae"
"Nikon D5000","6429609605","a0f9422fcd","7030","8","1/50","3.5","800","2011:11:26 02:16:50","null","#8c3c24","third","#d5ddd9"
"Nikon D5000","6429604461","62a5d1871c","7165","8","1/1/1600","8","400","2011:11:22 13:10:39","null","#be5210","third","#dcd9d9"
"Nikon D5000","6402215459","e76f8a5094","7171","8","1/125","3.5","400","2011:11:21 16:52:14","null","#ba9718","third","#2f2f35"
"Nikon D5000","6429599985","8ae33daa60","7155","8","1/20/2017","1.8","400","2011:11:20 18:57:33","null","#83e104","third","#e4ecc6"
"Nikon D5000","6402197027","bedee88d0e","7167","8","1/400","4.5","400","2011:11:21 12:49:35","null","#b4b034","third","#d8d8d8"
"Nikon D5000","6402202775","3ea87a856a","7002","8","1/125","5.6","400","2011:11:21 12:57:42","null","#d62b72","third","#cdaeb1"
"Nikon D5000","6402200343","ae92c1cbdb","7002","8","1/80","5.6","400","2011:11:21 12:51:27","null","#7c843c","third","#cec7c7"
"Nikon D5000","6402210949","2a0ff8d233","7155","8","1/400","5.6","400","2011:11:21 13:38:03","null","null","third","#353535"
"Nikon D5000","6402206199","dd6094c722","7023","8","1/250","5.6","400","2011:11:21 13:32:52","null","#749434","third","#bfb397"
"Nikon D5000","6402209031","cb52b5c794","7173","8","1/200","5.3","400","2011:11:21 13:36:43","null","#bf3765","third","#d0b1bf"
"Nikon D5000","6402204325","140fff7768","7011","8","1/500","6.3","400","2011:11:21 13:17:52","null","#04749c","third","#c6b0ac"
"Nikon D5000","6429599497","f96c3e7dcf","6100","7","1/15/2017","1.8","800","2011:11:19 14:49:20","null","#ef2813","third","#f2ddc9"
"Nikon D5000","6402195637","f45d03609e","6102","7","1/800","4.8","400","2011:11:21 12:48:16","null","#0485c4","third","#c0b4b3"
"Nikon D5000","6366990995","72f4ff5578","6099","7","1/30/2017","null","800","2011:11:18 16:41:01","null","#b448b8","third","#b7b7b7"
"Nikon D5000","6366992209","ef68dbb80f","6113","7","1/100","null","800","2011:11:18 16:48:37","null","#4cc8cc","third","#d7d7d7"
"Nikon D5000","6366994515","559d1237cf","6094","7","1/100","null","800","2011:11:18 16:53:07","null","#dc045c","third","#e7d2df"
"Nikon D5000","6366981171","031e7f7ccd","6110","7","1/125","null","400","2011:11:18 16:30:43","null","#48c4c8","third","#141414"
"Nikon D5000","6366982927","cf39185792","6045","7","1/125","null","400","2011:11:18 16:31:20","null","#b9505d","third","#1b1c1d"
"Nikon D5000","6366989179","3a0973de6e","6107","7","1/125","null","400","2011:11:18 16:33:36","null","#6c3454","third","#1e1e18"
"Nikon D5000","6366984831","ff3b4a69ec","6094","7","1/125","null","400","2011:11:18 16:31:42","null","#0f74a6","third","#0d0d12"
"Nikon D5000","6366987087","920bbaee01","6110","7","1/125","null","400","2011:11:18 16:31:58","null","#b92a34","third","#15161e"
"Nikon D5000","6366979863","2d0c517cb9","6050","7","1/25/2017","null","400","2011:11:18 16:28:22","null","#54d0d4","third","#222222"
"Nikon D5000","6366978551","64854d7729","6031","7","1/250","null","400","2011:11:18 16:25:11","null","#a1110e","third","#ccb2aa"
"Nikon D5000","6366961307","9196c0feae","6092","7","1/200","null","400","2011:11:18 16:04:01","null","#5284c3","third","#c1b9b6"
"Nikon D5000","6366974337","c4a76b4972","6048","7","1/80","null","400","2011:11:18 16:22:01","null","#4cc8cc","third","#181818"
"Nikon D5000","6366970009","7dea80f755","6036","7","1/200","null","400","2011:11:18 16:14:50","null","#9c445c","third","#c2bbba"
"Nikon D5000","6366975677","e125bb0be3","6032","7","1/80","null","400","2011:11:18 16:22:04","null","#157de9","third","#121825"
"Nikon D5000","6366976717","380757fb38","6096","7","1/200","null","400","2011:11:18 16:22:48","null","#a4853b","third","#0f100c"
"Nikon D5000","6366973057","a00482d3e7","6106","7","1/50","null","400","2011:11:18 16:20:16","null","#c92d3f","third","#1d2129"
"Nikon D5000","6366964135","c5f7afca15","6045","7","1/100","null","400","2011:11:18 16:11:41","null","#8844c0","third","#191919"
"Nikon D5000","6366971911","82788b275e","6109","7","1/50","null","400","2011:11:18 16:17:05","null","#1050a9","third","#13151d"
"Nikon D5000","6366962687","7810b624be","6217","7","1/250","null","400","2011:11:18 16:09:07","null","#c04a66","third","#d6c1bc"
"Nikon D5000","6366958715","5bf55ce8c1","6116","7","1/100","null","400","2011:11:18 16:01:39","null","#543484","third","#dbd1ce"
"Nikon D5000","6366945387","d2d04e53a8","6094","7","1/800","null","400","2011:11:18 15:42:50","null","#be3e38","third","#d4cacd"
"Nikon D5000","6366951417","d50f59c6c7","6095","7","1/80","null","400","2011:11:18 15:54:23","null","#b044b4","third","#b3b3b3"
"Nikon D5000","6357343575","f11787c935","6228","7","1/15/2017","null","400","2011:11:17 16:35:27","null","#e4542c","third","#231a14"
"Nikon D5000","6366954231","1b79567225","6103","7","1/320","null","400","2011:11:18 15:59:14","null","#4cc8cc","third","#d8d8d8"
"Nikon D5000","6366950365","d78dc73af7","6032","7","1/200","null","400","2011:11:18 15:54:08","null","#786834","third","#bdbdbd"
"Nikon D5000","6366941103","e2829c089a","6117","7","1/100","null","400","2011:11:18 15:36:08","null","#54d0d4","third","#d6d6d6"
"Nikon D5000","6366946755","f89b1b4c81","6092","7","1/800","null","400","2011:11:18 15:47:56","null","#a0854c","third","#14150c"
"Nikon D5000","6366948157","f22df5abe6","6108","7","1/640","null","400","2011:11:18 15:50:44","null","#a44444","third","#bbb8b5"
"Nikon D5000","6366938823","3001f81320","6219","7","1/80","null","400","2011:11:18 12:20:43","null","#d09c8c","third","#c8c0c4"
"Nikon D5000","6366953351","3b9f529f52","6220","7","1/80","null","400","2011:11:18 15:55:20","null","#24649c","third","#cdc1bf"
"Nikon D5000","6338475394","c263de2e7b","6235","7","1.6","5","800","2011:11:11 20:57:02","null","#4cc8cc","third","#cdcdcd"
"Nikon D5000","6331285120","b8f591dabc","6046","7","1/100","1.8","1000","2011:11:09 21:40:09","null","#9148b6","third","#e6e6e6"
"Nikon D5000","6357339335","0d71909025","6043","7","1/13/2017","4.5","800","2011:11:13 21:37:59","null","#a050cc","third","#2a2a2a"
"Nikon D5000","6357341913","a2f9a3f8d3","6224","7","1/80","1.8","400","2011:11:16 22:17:15","null","#0404b4","third","#dbc3ab"
"Nikon D5000","6357340805","1779a4489e","6236","7","1/400","1.8","400","2011:11:15 02:19:38","null","#ac2ca8","third","#c7c3bb"
"Nikon D5000","6331284688","4089742d8f","6103","7","1/100","1.8","1000","2011:11:08 17:39:21","null","#bc741e","third","#d5d7cd"
"Nikon D5000","6357336177","08bb6d6593","6215","7","1/40","2.8","1000","2011:11:13 13:24:50","null","#f0690b","third","#f1dbbe"
"Nikon D5000","6337719973","ce0ed1309b","6221","7","1/15/2017","1.8","1000","2011:11:10 19:02:23","null","#b4cd31","third","#e0e0e0"
"Nikon D5000","6357332899","e423ac0a61","6113","7","1/20/2017","2.5","1000","2011:11:12 18:48:13","null","#c89c38","third","#291c0d"
"Nikon D5000","6330529083","e92fd58e60","6239","7","1/25/2017","1.8","1000","2011:11:07 22:43:22","null","#c58d76","third","#251610"
"Nikon D5000","6316934745","44cbe6b2b8","6113","7","1/13/2017","5","400","2011:11:05 14:30:32","null","#58d4d8","third","#c5c5c5"
"Nikon D5000","6321821512","e4d91c63bc","6104","7","1/25/2017","3.5","640","2011:11:06 15:05:46","null","#b4b034","third","#1b1b1b"
"Nikon D5000","6321301299","69551354f3","6092","7","1/30/2017","3.5","400","2011:11:06 17:42:29","null","#d48c30","third","#211e10"
"Nikon D5000","6317455600","a3f6400264","6045","7","1/30/2017","1.8","800","2011:11:05 15:29:44","null","#9c5b4b","third","#352f3a"
"Nikon D5000","6321298893","26a1434a1d","6060","7","1/100","5.6","640","2011:11:06 15:26:34","null","#a4d017","third","#242923"
"Nikon D5000","6321825668","004597fa2f","6118","7","1/50","2","800","2011:11:06 20:24:08","null","#e5685c","third","#1d1c18"
"Nikon D5000","6321823068","257ee7da51","6039","7","1/15/2017","4.8","400","2011:11:06 17:41:52","null","#ca6438","third","#2c220e"
"Nikon D5000","6321300465","a164a1fa86","6053","7","1/30/2017","4.8","400","2011:11:06 17:42:12","null","#bc4c34","third","#262314"
"Nikon D5000","6316937127","9b5bb18b6f","6032","7","1/20/2017","1.8","400","2011:11:05 15:26:24","null","#0bb6f5","third","#214a55"
"Nikon D5000","6316937401","7da5a98447","6118","7","1/25/2017","5.6","400","2011:11:05 16:15:44","null","#743434","third","#1c1d18"
"Nikon D5000","6316934039","066ac48a6c","6223","7","1/1/1250","5.6","800","2011:11:05 10:28:45","null","#a4984c","third","#283428"
"Nikon D5000","6317450560","bdf3140c04","6120","7","1/25/2017","1.8","400","2011:11:01 17:09:27","null","#e3cf3e","third","#b09b2e"
"Nikon D5000","6317449814","c303ff227b","6039","7","1/25/2017","1.8","800","2011:10:31 20:36:04","null","#dee709","third","#d2bc60"
"Nikon D5000","6301121373","2ba3f9b127","6229","7","1/400","5.6","1600","2011:10:30 17:21:35","null","#8d7d3e","third","#694d31"
"Nikon D5000","6301649324","807c32d542","6049","7","1/250","1.8","400","2011:10:30 17:24:43","null","#24af84","third","#e5e6d8"
"Nikon D5000","6301127835","8ca64052ec","6059","7","1/40","7.1","400","2011:10:30 17:14:29","null","#cc9036","third","#766233"
"Nikon D5000","6301118363","eafac51255","6043","7","1/40","3.5","640","2011:10:30 17:05:18","null","#48c4c8","third","#151515"
"Nikon D5000","6301651262","ec1fea5433","6033","7","1/125","2.8","400","2011:10:30 17:28:01","null","#dca444","third","#935f20"
"Nikon D5000","6317451570","fe7ea0b980","6037","7","1/25/2017","3.2","400","2011:11:02 20:24:25","null","#d47c24","third","#261b0c"
"Nikon D5000","6317453048","bd7c21aba9","6229","7","1/15/2017","1.8","400","2011:11:03 19:43:26","null","#f4ce14","third","#09433b"
"Nikon D5000","6301646878","2512ed8956","6118","7","1/160","5","200","2011:10:30 16:43:33","null","#dcb414","third","#d1e0e5"
"Nikon D5000","6301122595","5c5d8f7a01","6233","7","1/160","3.5","200","2011:10:30 16:44:54","null","#50dcd0","third","#dfe5db"
"Nikon D5000","6301114699","2e21fdd696","6211","7","1/60","4","400","2011:10:30 16:50:03","null","#bc4838","third","#e0e3e0"
"Nikon D5000","6301120033","ff644e1448","6036","7","1/15/2017","5.6","800","2011:10:30 17:31:32","null","#cc623a","third","#141609"
"Nikon D5000","6290961798","6fe8e39095","6118","7","1/10/2017","4.2","1250","2011:10:28 22:09:41","null","#54d4b0","third","#111115"
"Nikon D5000","6294457182","897dbbfa5d","6101","7","1/13/2017","5.3","800","2011:10:29 16:40:19","null","#b4b034","third","#232323"
"Nikon D5000","6301117675","30b120d1af","6100","7","1/50","3.5","200","2011:10:30 16:47:49","null","#b84e51","third","#251318"
"Nikon D5000","6288178562","dac1b433f4","6116","7","1/10/2017","3.8","800","2011:10:26 11:49:41","null","#44c0c4","third","#b6b6b6"
"Nikon D5000","6301645722","87e00fac96","6051","7","1/250","3.8","200","2011:10:30 16:30:09","null","#04729c","third","#e1d6b6"
"Nikon D5000","6287663121","bf8545a0df","6114","7","1/8/2017","3.5","800","2011:10:27 18:05:45","null","#21a99c","third","#242f1c"
"Nikon D5000","6284535074","c9cca39525","6109","7","1/5/2017","3.5","400","2011:10:22 13:16:15","null","#248cdc","third","#26353e"
"Nikon D5000","6284016147","ed6bcd5a1b","6047","7","1/25/2017","3.5","800","2011:10:23 21:10:50","null","#a448a8","third","#8a8a8a"
"Nikon D5000","6284017533","7a1510fb21","6049","7","1/10/2017","3.5","800","2011:10:24 17:59:16","null","#343674","third","#060835"
"Nikon D5000","6281356346","1debb25a3f","6102","7","1/30/2017","null","800","2011:10:20 00:32:47","null","#a84522","third","#231f0a"
"Nikon D5000","6280840217","36dbe5fa70","6052","7","1/15/2017","null","1600","2011:10:20 18:48:04","null","#a8a428","third","#171717"
"Nikon D5000","6280836797","50a468498a","6057","7","1/20/2017","null","800","2011:10:18 02:29:02","null","#b058d4","third","#dcdcdc"
"Nikon D5000","6262138278","37b92bfe3e","6115","7","1/400","null","400","2011:10:17 11:20:20","null","#0464a3","third","#d4ce97"
"Nikon D5000","6288175760","bdef6cb02b","6100","7","1/20/2017","5.6","800","2011:10:25 15:51:13","null","#b93a4c","third","#140e0e"
"Nikon D5000","6262134928","614431c3fa","6180","7","1/6/2017","null","3200","2011:10:16 21:10:34","null","#a3b648","third","#b6b0a6"
"Nikon D5000","6284534050","845062443","6226","7","1/25/2017","4","1600","2011:10:21 15:19:34","null","#d85cdc","third","#a4a4a4"
"Nikon D5000","6262111648","e24f1b0c3d","6097","7","1/50","1.8","400","2011:10:15 19:52:32","null","#cb3827","third","#dfe1be"
